date,open,high,low,close,volume
2014-01-02,21.2082,21.4101,21.1496,21.2597,25650965
2014-01-03,21.233,21.3186,21.1555,21.1894,18400711
2014-01-06,21.2454,21.2597,20.9568,21.0704,27028735
2014-01-07,21.0613,21.2434,20.9936,21.1349,18608115
2014-01-08,21.1496,21.1528,20.9076,20.9682,22169179
2014-01-09,21.1186,21.1209,20.876,21.0379,21992239
2014-01-10,21.0988,21.2082,20.8903,21.0255,19268291
2014-01-13,20.9076,21.0066,20.8096,20.876,22935802
2014-01-14,20.8685,21.0145,20.8477,21.0034,15321617
2014-01-15,21.0034,21.0408,20.8988,20.9226,18540118
2014-01-16,20.8503,20.8708,20.5692,20.6806,26757176
2014-01-17,20.6646,20.6966,20.4843,20.5269,42485463
2014-01-21,20.5435,20.581,20.1674,20.4321,33451668
2014-01-22,20.4963,20.4963,20.2136,20.3002,21824077
2014-01-23,20.1625,20.239,20.0635,20.196,22340618
2014-01-24,20.1934,20.239,19.9983,20.0498,35098189
2014-01-27,19.973,20.0364,19.8909,19.9772,33794938
2014-01-28,20.0065,20.3142,19.9642,20.1163,22401234
2014-01-29,20.2836,20.3055,19.9554,19.9642,31325843
2014-01-30,20.0827,20.2302,20.0332,20.14,25023635
2014-01-31,19.9098,20.2579,19.841,20.1195,39582124
2014-02-03,19.9879,20.0713,19.5437,19.575,38734979
2014-02-04,19.5779,19.6945,19.4782,19.5935,28823776
2014-02-05,19.502,19.7104,19.4704,19.6329,17734134
2014-02-06,19.6583,19.7235,19.5326,19.6199,27292769
2014-02-07,19.6811,19.8828,19.5326,19.869,27170899
2014-02-10,19.8261,19.8713,19.6551,19.8713,23148097
2014-02-11,19.9098,20.1651,19.8479,20.1518,24915819
2014-02-12,19.9954,20.2546,19.9954,20.196,19943002
2014-02-13,20.1191,20.339,20.0883,20.3029,19580109
2014-02-14,20.3142,20.4728,20.2335,20.4194,18262303
2014-02-18,20.339,20.3823,20.1674,20.2947,22249305
2014-02-19,20.2084,20.2928,20.0469,20.1651,30231466
2014-02-20,19.6811,19.9358,19.6166,19.8075,48636037
2014-02-21,19.718,19.7749,19.6199,19.7,33298177
2014-02-24,19.7313,19.8889,19.7052,19.7622,27194730
2014-02-25,19.716,19.8664,19.6916,19.7622,35260225
2014-02-26,19.9208,20.2335,19.8798,20.1468,33508310
2014-02-27,20.1468,20.1468,19.9609,20.0883,20222589
2014-02-28,20.0657,20.2579,19.9899,20.1254,27635072
2014-03-03,20.0687,20.1163,19.8909,19.97,19849943
2014-03-04,20.1446,20.339,20.114,20.2413,28019717
2014-03-05,20.2928,20.2947,20.0937,20.1518,20508617
2014-03-06,20.1674,20.2367,20.0735,20.1739,18956605
2014-03-07,20.3201,20.3256,20.1651,20.2221,18641142
2014-03-10,20.2058,20.2276,20.0788,20.1817,17866429
2014-03-11,20.2611,20.3286,20.1188,20.3152,33325361
2014-03-12,20.2957,20.5406,20.2876,20.4803,31856478
2014-03-13,20.5295,20.6562,20.3123,20.3178,21480331
2014-03-14,20.2475,20.354,20.1397,20.1423,24410608
2014-03-17,20.1465,20.2957,20.068,20.2494,21330909
2014-03-18,20.2523,20.3347,20.1879,20.2739,14544542
2014-03-19,20.2169,20.366,20.0707,20.1674,21246183
2014-03-20,20.0707,20.5201,20.0279,20.439,31854730
2014-03-21,20.5777,20.8835,20.4588,20.6344,63362433
2014-03-24,20.6653,20.8259,20.637,20.8145,26847023
2014-03-25,20.8464,20.9174,20.6516,20.8432,27253156
2014-03-26,20.9011,21.0197,20.6702,20.6702,28531831
2014-03-27,20.7102,20.8304,20.6185,20.6458,20640116
2014-03-28,20.6783,20.7682,20.5461,20.61,21652334
2014-03-31,20.7027,20.821,20.6129,20.7237,17317303
2014-04-01,20.8145,20.9474,20.7543,20.8177,21279609
2014-04-02,20.7649,20.9301,20.6998,20.9275,22415680
2014-04-03,20.9327,21.0281,20.8783,21.0034,22297295
2014-04-04,21.0359,21.1219,20.9474,20.962,24962599
2014-04-07,20.9441,21.0737,20.9044,20.962,28326432
2014-04-08,20.9044,21.2346,20.8259,21.1984,27654693
2014-04-09,21.2043,21.2089,20.9539,21.1421,25364688
2014-04-10,21.1359,21.188,20.7829,20.849,28027102
2014-04-11,20.821,20.9409,20.6868,20.7435,29426056
2014-04-14,20.863,21.0281,20.8239,20.9825,19826211
2014-04-15,20.8835,20.962,20.7269,20.8464,25554847
2014-04-16,20.962,21.0066,20.8864,20.9379,18575365
2014-04-17,20.9011,21.0825,20.9011,21.0584,25685570
2014-04-21,20.9906,21.0764,20.9275,21.0408,16946499
2014-04-22,21.0197,21.105,20.9852,21.0311,23844321
2014-04-23,21.0333,21.2258,21.0333,21.1606,21412763
2014-04-24,21.1962,21.2776,21.0682,21.2346,16060730
2014-04-25,21.2346,21.3613,21.1564,21.3177,19902121
2014-04-28,21.3863,21.6899,21.3746,21.6273,35398710
2014-04-29,21.6488,21.657,21.5756,21.6039,17317570
2014-04-30,21.5798,21.6729,21.5596,21.6147,22539992
