date,open,high,low,close,volume
2022-09-28,85.4322,88.5868,85.2338,88.1504,19700644
2022-09-29,87.4758,88.6446,86.4342,87.9718,18040078
2022-09-30,87.4659,88.3289,86.6127,86.6127,21529498
2022-10-03,89.3209,91.6224,89.0035,91.1859,24073583
2022-10-04,92.4954,94.5985,91.9696,94.5092,22311893
2022-10-05,94.9853,99.1915,94.8961,98.3284,35138311
2022-10-06,97.6836,101.364,97.5447,101.245,29359178
2022-10-07,101.374,102.49,99.38,100.223,24704940
2022-10-10,100.68,101.215,97.9316,98.0507,16921220
2022-10-11,96.4436,98.9633,95.9774,97.2174,17947455
2022-10-12,96.7214,98.1201,96.4535,97.6439,12737490
2022-10-13,96.6618,101.632,96.6222,101.056,22196402
2022-10-14,100.312,101.424,98.2491,98.3979,15352228
2022-10-17,100.263,101.156,99.6974,99.8165,14398215
2022-10-18,100.729,101.533,98.4376,99.995,14178665
2022-10-19,100.441,103.16,100.422,102.961,21090129
2022-10-20,103.487,104.161,102.584,103.1,17791104
2022-10-21,103.616,105.55,103.075,105.015,22997809
2022-10-24,104.816,106.82,104.281,105.749,17161288
2022-10-25,105.401,106.473,104.231,105.034,15846353
2022-10-26,105.411,106.969,105.153,106.284,17530411
2022-10-27,107.544,108.705,106.562,106.691,18360650
2022-10-28,108.586,110.322,107.257,109.816,28396212
2022-10-31,108.626,112.008,108.566,109.925,26614379
2022-11-01,111.473,111.671,109.766,111.016,22391964
2022-11-02,110.689,111.205,108.437,108.735,20828110
2022-11-03,107.713,110.927,107.445,110.213,17241361
2022-11-04,112.098,112.594,109.915,111.413,17682675
2022-11-07,111.512,113.08,111.235,112.732,16136913
2022-11-08,112.574,113.748,111.696,113.09,14779053
2022-11-09,112.197,112.375,107.703,108.03,19679918
2022-11-10,109.31,109.816,106.711,109.618,20308918
2022-11-11,111.681,113.586,111.592,113.04,20684036
2022-11-14,112.63,114.64,112.49,113.37,20858291
2022-11-15,113.8,114.53,112.87,114.13,19373750
2022-11-16,113.44,114.2599,111.86,112.91,13590973
2022-11-17,111.29,113.2,110.75,113.06,12435740
2022-11-18,110.9,112.48,109.61,112.08,15415025
2022-11-21,109.99,111.2041,107.48,110.97,20972978
2022-11-22,112.21,114.47,111.43,114.18,17719088
2022-11-23,112.32,113.9488,112.1,113.61,11546685
2022-11-25,113.88,114.61,113.06,113.21,7136013
2022-11-28,110.66,111.46,109.62,109.81,23017671
2022-11-29,110.61,111.8,109.792,110.54,14453174
2022-11-30,111.54,111.9,109.78,111.34,23158059
2022-12-01,111.64,112.07,110.18,110.8,14398314
2022-12-02,109.51,111.71,109.2,109.86,15248385
2022-12-05,110.7,111.36,105.94,106.85,19287746
2022-12-06,105.9,107.04,103.145,103.88,21196977
2022-12-07,103.78,104.8548,102.37,103.65,20061729
2022-12-08,106.28,106.795,103.71,104.42,21128762
2022-12-09,104.59,105.95,103.3,103.54,21298194
2022-12-12,103.83,106.24,103.585,106.09,20413173
2022-12-13,107.8,108.54,107.02,107.25,24305345
2022-12-14,107.99,108.3,105.75,106.46,17597334
2022-12-15,105.33,106.17,103.7,105.44,15367888
2022-12-16,103.69,105.58,103.1301,104.7,54596623
2022-12-19,105.26,106.2,104.38,105.17,13611124
2022-12-20,105.17,107.51,105.07,106.69,14680004
2022-12-21,108.29,108.585,107.16,108.06,13565365
2022-12-22,107.89,108.19,104.1,105.88,13215496
2022-12-23,106.95,108.74,106.9,108.68,11539448
2022-12-27,109.27,110.465,108.83,110.19,11962058
2022-12-28,109.91,110,107.902,108.38,10702075
2022-12-29,107.99,109.72,107.99,109.2,10534028
2022-12-30,108.61,110.5,108.61,110.3,11799640
2023-01-03,109.78,110.02,105.49,106.51,15146168
2023-01-04,104.8,107.155,104.76,106.82,18058396
2023-01-05,106.34,109.95,106.31,109.21,15946559
2023-01-06,110.08,111.99,109.67,110.53,16348131
2023-01-09,111.64,111.64,107.81,108.47,17964591
2023-01-10,109.79,110.33,108.005,110.09,15104595
2023-01-11,110.99,111.45,109.085,111.37,16710366
2023-01-12,111.82,113.74,111.74,113.22,15357321
2023-01-13,113.11,113.49,112.16,113.15,12011358
2023-01-17,113.41,114.08,112.67,112.93,16542201
2023-01-18,113.26,114.12,110.3987,110.61,16399690
2023-01-19,110.07,112.13,109.58,111.32,12928021
2023-01-20,111.36,113.44,110.61,113.35,16515614
2023-01-23,113.64,114.59,112.64,112.76,16584422
2023-01-24,99.23,114.02,99.23,113.81,13583025
2023-01-25,113.23,113.65,111.39,113.21,11912947
